QID,part of___P361,instance of___P31,version___None,description___None,label,discoverer or inventor___P61,time of discovery or invention___P575,constellation___P59,image___P18,absolute magnitude___P1457,epoch___P6259,declination___P6258,distance from Earth___P2583,right ascension___P6257,declination component of proper motion___P10751,radial velocity___P2216,mass___P2067,right ascension component of proper motion___P10752,apparent magnitude___P1215,parallax___P2214,type of variable star___P881,stellar rotational velocity___P4296,spectral class___P215,radius___P2120,metallicity___P2227,effective temperature___P6879,surface gravity___P7015,redshift___P1090,orbital eccentricity___P1096,parent astronomical body___P397,semi-major axis of an orbit___P2233,argument of periapsis___P2248,orbital period___P2146,time of periapsis___P11796,galaxy morphological type___P223,orbital inclination___P2045,mean anomaly___P2325,periapsis___P2244,longitude of ascending node___P2213,apoapsis___P2243
Q85320029,,globular cluster,2314305173,globular cluster in the constellation Andromeda,NAME PA-51,,,Andromeda,,,J2000.0,42.8018362910903,,15.5274935880394,,-226,,,18.2401,,,,,,,,,,,,,,,,,,,,,
Q108369074,,trans-Neptunian object,2433328537,"Trans-Neptunian object, classical",(579062) 2014 KF113,Pan-STARRS1,2014-05-23T00:00:00Z,,,6.89,"November 21, 2025",,,,,,,,,,,,,,,,,,0.1748050571673739,Sun,42.54038223208401,106.9516465202979,101344.5756519149,2463030.910712837,,28.44011925287061,352.7874989665779,35.10410828408263,164.9694035033637,49.97665618008539
Q3598570,,star,2461720417,binary star system in the constellation Orion,27 Orionis,,,Orion,,1.28,J2000.0,-0.89133481924,57.516,81.12040407519,135.626,20.67,,-3.552,5.072,17.3865,,1.3,K0III,7.11,-0.33,4809,380,,,,,,,,,,,,,
Q5097669,Lower Centaurus-Crux,double star,2298463938,multiple star system in the constellation Centaurus,f Centauri,,,Centaurus,,,J2000.0,-48.46329070242833,122.561,196.5695986005133,-15.692,6,,-29.558,4.691,8.1592,BY Draconis variable,216,B4V,,,,,,,,,,,,,,,,,
Q15035614,,plutino,2214934928,Trans-Neptunian object,(525258) 2004 VT75,Marc Buie,,,,6.3,,,,,,,,,,,,,,,,,,,0.20818,Sun,,271.995,,,,12.856,73.725,31.2162921106277,26.62,
Q78805362,,interacting galaxies,2257845989,interacting galaxies in the constellation Pegasus,NAME Taffy System,,,Pegasus,,,J2000.0,23.48973,50.6,0.41716,,4353,,,,,,,,,,,,,,,,,,,,,,,,
Q1045695,Large Magellanic Cloud,stellar association,2282146314,open cluster,NGC 1848,John Frederick William Herschel,1834-11-26T00:00:00Z,Mensa,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201848%20DSS.jpg,,J2000.0,-71.1735,,77.045208,,,,,9.73,,,,,,,,,,,,,,,,,,,,,
Q11683360,,Jupiter-family comet,2384203751,comet,243P/NEAT,Near-Earth Asteroid Tracking,2003-09-24T00:00:00Z,,,10.4,"December 17, 2010",,,,,,,,,,,,,,,,,,0.3597422806557585,Sun,3.836099544758594,283.9436494818824,2744.310387112781,2455623.982946,,7.634660002311523,349.966929145722,2.456092345704621,87.72477868535479,5.216106743812567
Q18402634,,non-periodic comet,2155279898,comet,C/2012 V1 (PANSTARRS),,,,,15.2,"December 6, 2012",,,,,,,,,,,,,,,,,,0.9993932445880025,,3443.236544894067,123.33528642,73798700.66209964,2456495.0390759753,,157.8399660169482,359.9988900337456,2.089202408402069,85.36942026042149,6884.383887379731
Q1050264,,low-ionization nuclear emission-line region,2396492426,galaxy,NGC 2675,Heinrich Louis d'Arrest,1861-12-02T00:00:00Z,Ursa Major,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202675%20SDSS.jpg,,J2000.0,53.6173203116021,135,133.0206740561144,,9345,,,13.26,,,,,,,,,0.030841,,,,,,,-2,,,,,
Q77964976,,long-period variable star,2338843665,long period variable,OGLE BLG-LPV-188071,,,Sagittarius,,,J2000.0,-32.0289184025254,,270.6388882705509,-5.693,,,-4.153,18.815,,,,,,,,,,,,,,,,,,,,,
Q75776939,,RR Lyrae variable,2408632299,RR Lyrae variable star in the constellation Virgo,V598 Virginis,,,Virgo,,,J2000.0,-0.4955204088545,2131.0505,222.4150082859584,-1.635,,,-1.706,17.17,0.1359,RR Lyrae variable with asymmetric light curves,,,,,,,,,,,,,,,,,,,
Q81436241,,eclipsing binary star,2310313224,,IO Boötis,,,Boötes,,,J2000.0,24.5339596702644,249.4699,213.2123314839905,33.154,,,-21.158,12.246,4.0085,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q477136,,Jupiter-family comet,2366226457,comet,Comet Holmes,Edwin Holmes,1892-11-06T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/17pHolmes%20071104%20eder%20vga.jpg,9.4,"October 19, 2016",,,,,,,,,,,,,,,,,,0.4301548,Sun,3.626124,24.7385060050165,2522.1006,2456743.2203032067,,19.070359,133.7855814366874,2.066329254703369,326.7738104542646,5.1859187
Q14200,Left Wall of the Supreme Palace Enclosure,star,2443553328,star in the zodiac constellation of Virgo,Delta Virginis,,,Virgo,,,J2000.0,3.39747034028,57.4498,193.90086919083,-52.843,-18.14,1.4,-471.914,3.38,13.9958,semiregular variable star,6,M2III,48,0.17,3500,6,,,,,,,,,,,,,
Q1047240,Large Magellanic Cloud,globular cluster,2282170826,globular cluster,NGC 2162,John Frederick William Herschel,1834-11-30T00:00:00Z,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202162%20DSS.jpg,,J2000.0,-63.7217,,90.1292,,322.6,,,12.7,,,,,,-0.46,,,,,,,,,,,,,,,
Q92364326,,variable star,2298396322,Delta Scuti variable star in the constellation Hercules,V1080 Herculis,,,Hercules,,,J2000.0,14.19344887138,341.448,249.11598960432,5.974,,,-17.87,9.86,2.9287,,,A2,,,,,,,,,,,,,,,,,
Q75065535,,quasar,1897699336,,SDSS J114425.50+452118.4,,,,,,J2000.0,45.3551222494898,,176.1062875377353,0.971,148103,,-0.72,19.5478,,,,,,,,,0.7179,,,,,,,,,,,,
Q84009162,,BY Draconis variable,2310630514,,V356 Librae,,,Libra,,,J2000.0,-19.7753774386284,429.8487,238.7779227522127,-0.093,-14.09,,3.371,12.297,2.3264,BY Draconis variable,,K5,,,3200,,,,,,,,,,,,,,
Q1747859,,star,2336927009,star in the constellation Aquarius,HD 202259,,,Aquarius,,-0.93,J2000.0,0.0922557129807,266.8588,318.6543726109408,-13.271,-124.21,,35.017,6.39,3.7473,,,K5III,32.21,,,,,,,,,,,,,,,,
Q97030266,,near-IR source,2298781800,high proper-motion star in the constellation Hercules,HD 148284,,,Hercules,,,J2000.0,30.26512745686,122.048,246.45173183755998,-82.139,-35.9585,1.07,-25.668,9.02,8.1935,,0.52,G0,1.48,0.124,5544,11480,,,,,,,,,,,,,
Q93255825,,long-period variable star,2315664611,long period variable,V419 Geminorum,,,Gemini,,,J2000.0,15.6423580072882,,106.4501125406115,-0.366,88.93,,-0.257,12.66,0.2817,SRb semi-regular variable star,,,,,,,,,,,,,,,,,,,
Q87633433,,eclipsing binary star,2311275156,,V382 Andromedae,,,Andromeda,,,J2000.0,42.8359106805709,501.8317,347.4915550767985,-14.439,,,-8.372,9.15,1.9927,Beta Lyrae variable,,A0,,,,,,,,,,,,,,,,,
Q1122724,,spiral galaxy,2319250095,galaxy,NGC 5767,Lewis A. Swift,1885-05-14T00:00:00Z,Boötes,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5767%20-%20SDSS%20DR14.jpg,,J2000.0,47.3761631797478,,222.3934189865231,,7742,,,14.2,,,,,,,,,0.025951,,,,,,,SBab,,,,,
Q1046825,,star cluster,2450354725,star cluster,NGC 2085,John Frederick William Herschel,1834-01-01T00:00:00Z,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202085%20DSS.jpg,,J2000.0,-69.67222,,85.03583,,,,,12.06,,,,,,,,,,,,,,,,,,,,,
Q10849636,,high proper-motion star,2297935448,star in the constellation Sculptor,HD 222872,,,Sculptor,,,J2000.0,-26.24663521839167,64.8984,356.1211067674604,-21.261,17,,-50.683,6.23,15.4087,,,F3/5V,,,6540,,,,,,,,,,,,,,
Q86174666,,Delta Scuti variable,2314513950,Delta Scuti variable star in the constellation Ursa Major,V497 Ursae Majoris,,,Ursa Major,,,J2000.0,54.197641309205,1879.6992,206.3403544789582,-12.779,,,-16.824,13.02,0.532,Delta Scuti variable,,,,,,,,,,,,,,,,,,,
Q87926388,,Seyfert 1 galaxy,2212994517,Seyfert 1 galaxy in the constellation Boötes,2MASX J14190832+0754499,,,Boötes,,,J2000.0,7.9137862711441,,214.7846319547739,-0.046,16761,,1.208,16.92,,,,,,,,,0.056,,,,,,,,,,,,
Q944059,,spiral galaxy,2303618400,spiral galaxy in the constellation Coma Berenices,NGC 4725,William Herschel,1785-04-10T00:00:00Z,Coma Berenices,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%204725.jpg,,J2000.0,25.5007604473309,12.88,192.6107053818968,,1206,,,12.44,,,,,,,,,0.004033,,,,,,,SABab,,,,,
Q1038287,,lenticular galaxy,2303614397,galaxy,NGC 686,William Herschel,1785-10-26T00:00:00Z,Fornax,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%200686%20DSS.jpg,,J2000.0,-23.7981367713509,44.87,27.2339327088547,,4615,,,12.4,,,,,,,,,0.015487,,,,,,,S0,,,,,
Q222328,,brown dwarf,2261337212,,2MASS 0729-39,,,Puppis,,,J2000.0,-39.9012222,7.1,112.2501042,1643.4,,,-567,15.98,126.3,,,T8,,,,,,,,,,,,,,,,,
Q81663987,,interacting galaxy,2431009966,radio galaxy in the constellation Carina,PKS 0625−53,,,Carina,,,J2000.0,-53.6859,,96.5895,,16507,,,15.4,,,,,,,,,0.0539,,,,,,,,,,,,
Q30748365,,possible dwarf planet,2257426431,Trans-Neptunian object,(523653) 2011 OA60,Pan-STARRS,,,,5.13,,,,,,,,,,,,,,,,,,,0.141,Sun,41.1887064,140.4,,,,23.08,21.5,,129.42,
Q122221820,,trans-Neptunian object,2328258100,resonant object,(688888) 2013 AS183,Pan-STARRS1,2012-01-15T00:00:00Z,,,6.72,"May 5, 2025",,,,,,,,,,,,,,,,,,0.4107255616770388,Sun,61.57912136312955,321.3194592970879,176501.6049133815,2449360.6876516747,,21.67588269106711,23.33311613465553,36.28700215367962,135.3811125394525,86.87124057257948
Q80951427,,low-ionization nuclear emission-line region,2338502526,low-ionization nuclear emission-line region in the constellation Ophiuchus,2MASX J16031786-0448536,,,Ophiuchus,,,J2000.0,-4.8149818595131,,240.8245318613152,,21562,,,18.9159,,,,,,,,,,,,,,,,,,,,,
Q3491245,,star,2319253149,star in the constellation Centaurus,Upsilon1 Centauri,,,Centaurus,,-1.72,J2000.0,-44.80358582417,114.6119,209.66978618792,-21.835,4.8,,-24.024,3.87,8.7251,,,B2IV-V,,,21820,,,,,,,,,,,,,,
Q75065577,,quasar,1897698336,,GALEX 2428955463672405725,,,,,,J2000.0,51.95232115962945,,133.85841945161582,-0.492,163674,,-0.286,19.2,0.027,,,,,,,,0.8463,,,,,,,,,,,,
Q76556888,NAME Upper Scorpius B,rotating variable star,2297999894,,KR Lupi,,,Lupus,,,J2000.0,-32.303587865,,232.609317551,-31.97,6.3,,-29.03,9.47,9.81,,45,G3V,,,5365,,,,,,,,,,,,,,
Q1789369,,interacting galaxy,2398263407,dwarf irregular galaxy in constellation Ursa Major,Holmberg II,Erik Holmberg,1950-01-01T00:00:00Z,Ursa Major,http://commons.wikimedia.org/wiki/Special:FilePath/Irregular%20galaxy%20Holmberg%20II%20%28captured%20by%20the%20Hubble%20Space%20Telescope%29.tif,,J2000.0,70.7202848901313,3.27,124.770782612159,4.645,158,,-0.674,11.39,,,,,,,,,0.000524,,,,,,,Im,,,,,
Q744991,Milky Way,globular cluster,2456211423,globular cluster in the constellation Lynx,Intergalactic Wanderer,William Herschel,1788-12-31T00:00:00Z,Lynx,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202419.jpg,,J2000.0,38.881917,0.083,114.535458,-1.19,-20,,-6.29,10.39,,,,,,-2.06,,,,,,,,,,,,,,,
Q22086941,,near-IR source,2298469138,variable star in the constellation Corvus,SX Corvi,,,Corvus,,,J2000.0,-18.80026139198,98.956,190.06267823687998,-6.847,7.64,,37.132,9.108,10.0822,W Ursae Majoris variable,,F7V,1.203,,6514,2820,,,,,,,,,,,,,
Q1149109,,spiral galaxy,2323168288,galaxy,NGC 7025,Albert Marth,1863-09-17T00:00:00Z,Delphinus,http://commons.wikimedia.org/wiki/Special:FilePath/SDSS%20NGC%207025.jpg,,J2000.0,16.3358583,,316.9472042,,4882.5,,,12.9,,,,,,,,,0.016571,,,,,,,S0Aa,,,,,
Q78605996,,binary star,2447083668,binary star system in the constelaltion Hydra,HR 4458,,,Hydra,,6.06,J2000.0,-32.833333,,173.624792,,,,,,,,,,0.69,,,,,,,,,,,,,,,,
Q86939019,,Seyfert 2 galaxy,2212856098,Seyfert 2 galaxy in the constellation Boötes,NAME SMM J141741.90+522823.6,,,Boötes,,,J2000.0,52.473173111,,214.42449475,,193009,,,22.945,,,,,,,,,1.14825,,,,,,,E,,,,,
Q82602740,,open cluster,2269933401,open cluster in the constellation Cygnus,NAME [C86] L988 e Cluster,,,Cygnus,,,J2000.0,50.2433,,315.9917,0.96,,,-0.19,,,,,,,,,,,,,,,,,,,,,,
Q81416181,,carbon star,2313806814,carbon star in the constellation Canis Major,V385 Canis Majoris,,,Canis Major,,,J2000.0,-16.1062294411566,,106.0195108671186,1.693,,,-1.268,9.4583,0.4423,SRb semi-regular variable star,,C,,,,,,,,,,,,,,,,,
Q89071613,,Mira variable,2311607047,Mira variable star in the constellation Canis Major,BP Canis Majoris,,,Canis Major,,,J2000.0,-22.0129879677737,,108.8322543497299,3.301,,,-1.711,10.4892,0.1664,Mira variable,,M10,,,,,,,,,,,,,,,,,
Q86540314,,carbon star,2311042227,carbon star in the constellation Auriga,V479 Aurigae,,,Auriga,,,J2000.0,39.3887557485843,,77.5693687205932,-0.513,,,-1.15,9.4578,0.4491,,,C,,,,,,,,,,,,,,,,,
Q2088389,Phi Orionis,UV-emission source,2446286058,binary star system in the constellation Orion,Phi1 Orionis,,,Orion,,,J2000.0,9.48957994833,,83.7051584875,-3.171,33.2,,3.221,4.41,2.8698,,19,B0III,,0.02,30000,11200,,,,,,,,,,,,,
Q75253999,,carbon star,1940412002,,[MH95] 174,,,,,,J2000.0,-75.5068036701126,,7.1482580206016,-1.427,,,0.447,15.9699,0.0708,,,C,,,,,,,,,,,,,,,,,
Q90973661,,BY Draconis variable,2326125076,,V715 Andromedae,,,Andromeda,,,J2000.0,33.7301988688946,103.9047,359.4589547430217,11.954,2.33,,107.704,11.51,9.6242,BY Draconis variable,,,,,,,,,,,,,,,,,,,
Q89076339,,BL Lacertae object,2333511305,"active galaxy, prototype of the BL Lacertae objects",[MJR2015] 3610,Cuno Hoffmeister,1929-01-01T00:00:00Z,Lacerta,,,J2000.0,42.277771782739,,330.68082,0.083,19974,,0.008,14.72,1.9,,,,,,,,0.069,,,,,,,,,,,,
Q86703775,,Delta Scuti variable,2329268450,Delta Scuti variable star in the constellation Canis Major,QY Canis Majoris,,,Canis Major,,,J2000.0,-24.9376527639778,1480.8233,109.6616992440996,3.005,,,-2.927,10.57,0.6753,,,B9V,,,,,,,,,,,,,,,,,
Q86479393,,eclipsing binary star,2325098556,eclipsing binary star in the constellation Gemini,LT Geminorum,,,Gemini,,,J2000.0,23.5714428772567,,94.6067363024716,-0.568,,,-0.255,9.05,0.3381,eclipsing binary star,,OB,,,,,,,,,,,,,,,,,
Q74097788,,near-IR source,2382098068,,[HC73] 1,,,Cygnus,,,J2000.0,42.3444204973,62.383,315.65038235694,132.163,,,-140.25,15.7,16.0301,rotating variable star,,,,,,,,,,,,,,,,,,,
Q87221600,,Seyfert 2 galaxy,2427858962,Seyfert 2 galaxy in the constellation Tucana,PKS 2356−61,,,Tucana,,,J2000.0,-60.9165028,,359.7681875,,28720,,,13.737,,,,,,,,,0.096306,,,,,,,E...,,,,,
Q93886472,,near-IR source,2298396693,eclipsing binary star,V1040 Herculis,,,Hercules,,,J2000.0,19.21547955627,701.853,254.87926877515,2.22,-23.19,,12.671,12.41,1.4248,W Ursae Majoris variable,,,,-0.3,5970,,,,,,,,,,,,,,
Q85320072,,globular cluster,2276450033,globular cluster in the constellation Andromeda,NAME PA-18,,,Andromeda,,,J2000.0,39.9180167,,7.096917,,-551,,,19.61,,,,,,,,,,,,,,,,,,,,,
Q85779011,,star,2382868636,,V597 Aurigae,,,Auriga,,,J2000.0,31.18398668425,88.759,75.52578386682,-52.546,9.33,,25.22,11.02,11.2664,,,G5,,,,,,,,,,,,,,,,,
Q74249269,,eruptive variable star,2430622144,,FZ Andromedae,,,Andromeda,,,J2000.0,53.13497235988306,25.3336,351.41790512048755,326.677,-11.9,,1013.237,14.59,39.4732,flare star,,M5V,,0.52,3278,,,,,,,,,,,,,,
Q75201035,,RR Lyrae variable,2323409027,RR Lyrae variable star in the constellation Boötes,SW Boötis,,,Boötes,,,J2000.0,36.0456932490052,2530.3644,216.8955853792315,-1.756,22.73,,-33.708,12.72,0.3952,RR Lyrae variable with asymmetric light curves,,A,,,,,,,,,,,,,,,,,
Q22086895,,stellar stream,2177803830,Star cluster in the Draco constellation,Lamost 1,,,Draco,,,J2000.0,52.3,,274.5,6,,,-7.8,,,,,,,,,,,,,,,,,,,,,,
Q1045469,Large Magellanic Cloud,open cluster,2348466676,open cluster,NGC 1816,John Frederick William Herschel,1837-01-02T00:00:00Z,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201816%20DSS.jpg,,J2000.0,-67.2625056,,75.966708,,,,,13.02,,,,,,,,,,,,,,,,,,,,,
Q15040404,,trans-Neptunian object,2433703513,Trans-Neptunian object,(439858) 1999 ON4,Mauna Kea Observatories,1999-07-19T00:00:00Z,,,7.46,"November 21, 2025",,,,,,,,,,,,,,,,,,0.04028418380872963,Sun,42.66861888684623,191.0734054762555,101803.1709150098,2453704.599941515,,3.188867426738024,25.80002172277557,40.94974840074388,133.0966102650082,44.38748937294856
Q15187240,,asteroid,2275913694,asteroid,(74955) 1999 TL195,Lincoln Near-Earth Asteroid Research,1999-10-12T00:00:00Z,,,14.96,"October 17, 2024",,,,,,,,,,,,,,,,,,0.1755594387381733,Sun,2.349723107333241,250.952890832593,1315.598769321363,2460121.3269800167,,8.143858987612616,131.1207422936732,1.937207037419701,348.1582277013282,2.762239177246782
Q954797,,spiral galaxy,2303425905,galaxy,NGC 3363,Édouard Stephan,1882-03-22T00:00:00Z,Leo,http://commons.wikimedia.org/wiki/Special:FilePath/NGC3363%20-%20SDSS%20DR14.jpg,,J2000.0,22.078475,84.41,161.2892917,,5778,,,13.8,,,,,,,,,0.01928,,,,,,,Sc,,,,,
Q76549752,,Mira variable,2326815309,Mira variable star in the constellation Lupus,NV Lupi,,,Lupus,,,J2000.0,-35.2901187081959,,240.7232731290204,2.783,,,-6.458,12.9662,,long-period variable star,,,,,,,,,,,,,,,,,,,
Q80113482,,classical Cepheid variable,2324150001,classical Cepheid variable star in the constellation Auriga,YZ Aurigae,,,Auriga,,,J2000.0,40.0780230942667,4.454,78.8415946341953,-0.585,-12.1,,0.168,10.24,0.1724,classical Cepheid variable,,G5,,7.2,5004,7,,,,,,,,,,,,,
Q932500,,spiral galaxy,2456787436,galaxy,NGC 3660,William Herschel,1787-02-22T00:00:00Z,Crater,http://commons.wikimedia.org/wiki/Special:FilePath/NGC3660%20-%20SDSS%20DR14.jpg,,J2000.0,-8.658543244894,,170.884496493009,1.791,3603.5,,-0.82,14.45,,,,,,,,,,,,,,,,SBbc,,,,,
Q3648265,,non-periodic comet,2045592643,comet,C/1854 R1 (Klinkerfues),Ernst Friedrich Wilhelm Klinkerfues,1854-09-11T00:00:00Z,,,,"October 29, 1854",,,,,,,,,,,,,,,,,,0.993246,Sun,118.2650281,129.8988,,2398519.5085,,40.9201,0.0007598,0.798762,326.5162,235.7312943
Q113452162,,brown dwarf,2286036323,brown dwarf,TOI-811 b,,2020-01-01T00:00:00Z,Columba,,,J2000.0,-32.9186,,88.0292,,,55.3,,,,,,,1.35,,,,,,TOI-811,,,25.16551,,,,,,,
Q1036049,,low-surface-brightness galaxy,2386585072,galaxy,NGC 296,William Herschel,1784-09-12T00:00:00Z,Pisces,http://commons.wikimedia.org/wiki/Special:FilePath/NGC295%20-%20SDSS%20DR14.jpg,,J2000.0,31.6772806,51.05,13.8397208,,5645,,,12.4,,,,,,,,,0.018826,,,,,,,Sc,,,,,
Q85710582,,classical Cepheid variable,2328489097,classical Cepheid variable star in the constellation Gemini,BW Geminorum,,,Gemini,,,J2000.0,23.7474922478169,,93.9995307859577,-1.186,,,-0.519,12.01,0.3291,classical Cepheid variable,,,,-0.22,6177,178,,,,,,,,,,,,,
Q88378522,,near-IR source,2382589072,,V660 Herculis,,,Hercules,,,J2000.0,23.80825856128,,265.53817366628994,-13.943,,,2.82,18.5593,1.1241,,,,,,,,,,,,,,,,,,,,
Q75785693,,Delta Scuti variable,2319464499,Delta Scuti variable star in the constellation Libra,EH Librae,,,Libra,,,J2000.0,-0.9480582748418,367.1476,224.7330125342955,-7.067,-55,,-15.429,9.83,2.7237,Delta Scuti variable,13,A5,,,,,,,,,,,,,,,,,
Q14276,Milky Way,globular cluster,2408551627,globular cluster in the constellation Tucana,47 Tucanae,Nicolas Louis de Lacaille,1751-01-01T00:00:00Z,Tucana,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Globular%20Cluster%2047%20Tu.jpg,,J2000.0,-72.0814444,4.15,6.0223292,-2.53,-17.2,,5.25,4.09,0.232,,,,120,-0.82,,,,,,,,,,,,,,,
Q8179169,,near-IR source,2298492606,star in the constellation Pegasus,34 Vulpeculae,,,Pegasus,,0.99,J2000.0,23.85596853904,85.609,320.26830783921,-119.44,-88.204,,242.979,5.289639,11.681,,2.5,K1III,8.72,-0.27,4623,275,,,,,,,,,,,,,
Q77956104,,long-period variable star,2338494551,long-period variable star in the constellation Sagittarius,OGLE BLG-LPV-226889,,,Sagittarius,,,J2000.0,-24.6997976259757,,273.4176193902122,-5.369,,,-6.238,18.939,0.1,,,,,,,,,,,,,,,,,,,,
Q81431422,,eclipsing binary star,2320491227,,IN Boötis,,,Boötes,,,J2000.0,31.1688229320922,568.1495,212.3388163985066,10.5,,,-5.428,13.58,1.7601,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q75398251,,Seyfert 1 galaxy,1940422978,,2MASS J10062794+6030437,,,,,,J2000.0,60.5121329011073,,151.6164511735293,-0.26,56445,,0.075,18.24,0.2672,,,,,,,,0.20992,,,,,,,,,,,,
Q2085062,,spiral galaxy,2315869111,galaxy,NGC 5239,William Herschel,1784-04-13T00:00:00Z,Boötes,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5239%20-%20SDSS%20DR14.jpg,,J2000.0,7.3697083,102.88,204.1091,,6931,,,13.4,,,,,,,,,0.02346,,,,,,,SBbc,,,,,
Q2608301,,variable star,2401765869,star in the constellation Auriga,14 Aurigae,,,Auriga,,0.31,J2000.0,32.68759991105,83.246,78.85164248557,12.339,-9.3,1.64,-25.256,5,12.0126,Delta Scuti variable,27.6,A8III,4.63,-0.4,7200,500,,,,,,,,,,,,,
Q18483399,,trans-Neptunian object,2443393137,moon of (229762) Gǃkúnǁʼhòmdímà,Gǃòʼé ǃHú,Keith S. Noll,2008-11-13T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/2007%20UK126%20Hubble.png,,,,,,,,,,,,,,,71,,,,,0.0236,229762 Gǃkúnǁʼhòmdímà,6035,110.6,11.31473,,,43.75,344,5892,,6177
Q88281268,,OH/IR star,1901752340,,OH 11.5 +0.1,,,Sagittarius,,,J2000.0,-18.88287756787084,,272.66114129358124,-4.975,,,-6.062,18.7009,,,,,,,,,,,,,,,,,,,,,
Q18465770,,resonant trans-Neptunian object,2407315712,trans-Neptunian object,1999 RU214,Chadwick Trujillo,,,,6.97,"May 5, 2025",,,,,,,,,,,,,,,,,,0.3378176583810482,Sun,55.66587570507713,107.9639131281248,151698.7475459701,2434438.6323847645,,4.262151944317402,54.05,36.86095992265749,137.8795776946435,74.47079148749675
Q9131067,,Jupiter-family comet,2048120606,comet,229P/Gibbs,Alex R. Gibbs,2009-09-20T00:00:00Z,,,14.1,"April 29, 2013",,,,,,,,,,,,,,,,,,0.3771360756770613,Sun,3.930113315416455,224.2648072492605,2845.81088032875,2455047.633917065,,26.08160313132159,172.531419164404,2.447925802674128,157.9639216948796,5.412300828158781
Q76883168,,near-IR source,2298400271,W Ursae Majoris variable star in the constellation Hercules,V1092 Herculis,,,Hercules,,,J2000.0,29.56792143926,531.491,259.16629720263995,-15.861,,,-2.751,12.74,1.8815,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q2085151,,low-ionization nuclear emission-line region,2452560449,galaxy,NGC 6243,Édouard Stephan,1880-06-10T00:00:00Z,Hercules,http://commons.wikimedia.org/wiki/Special:FilePath/NGC6243%20-%20SDSS%20DR14.jpg,,J2000.0,23.3325910239547,,253.10951548568,,10745,,,14.2,,,,,,,,,0.035775,,,,,,,Sa,,,,,
Q90474922,,Beta Lyrae variable,2326064547,,UX Canis Majoris,,,Canis Major,,,J2000.0,-12.2412370351712,1336.541,110.0875001215199,-0.425,,,0.155,11.33,0.7482,eclipsing binary star,,,,,,,,,,,,,,,,,,,
Q55594492,,moon of Jupiter,2459688158,One of Jupiter's moons,Ersa,Scott S. Sheppard,2018-01-01T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/Ersa%20CFHT%20precovery%202003-02-24.png,,,,,,,,,,,,,,,,,,,,0.094,Jupiter,11460000,,252,,,,,,,
Q4039970,NAME Carina-near Moving Group,star,2342739516,star in the constellation Ursa Major,HIP 57050,,,Ursa Major,,,J2000.0,42.75197281030278,11.0266,175.43598266794044,-89.799,-9.139,0.34,-575.528,13.795,90.6896,rotating variable star,,dM4.0,0.353,-0.18,3387,76000,,,,,,,,,,,,,
Q77909680,,rotating ellipsoidal variable,2309884081,rotating ellipsoidal variable,BG Ursae Majoris,,,Ursa Major,,,J2000.0,56.3094079958736,611.2843,201.6832611434055,1.804,,,-23.309,10.93,1.6359,,,,,,,,,,,,,,,,,,,,
Q86705970,,eclipsing binary star,2314637741,eclipsing binary star in the constellation Aquarius,GH Aquarii,,,Aquarius,,,J2000.0,-5.0306177530132,551.2983,334.9754471323799,-33.849,21.46,,-14.623,12.725,1.8139,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
